| 原始标签 | 名称 | 描述 | 外部链接 |
| steinsgate | 命运石之门 | ![图](# "https://ehgt.org/89/33/893301e4e2f4d6169f0c6321c1a625a9a1600700-164207-729-1024-jpg_l.jpg")![](https://ehgt.org/97/85/97851728809e1311fd28c1e7053d2174ddb4295c-633213-990-1400-jpg_l.jpg)![可爱的男孩子](# "https://ehgt.org/9e/c5/9ec503bcb8154b19a4bccea96b136c994a1cab5d-1825986-2090-3000-jpg_250.jpg") |  |
| lucky star | 幸运☆星 | ![图](# "https://ehgt.org/25/df/25df151d97529de4d42e7b57bf1c79b3e4870f80-489916-1060-1490-jpg_250.jpg")![图](# "https://ehgt.org/97/58/975859a24acb07ba55b0b256c21e44c33a521fa9-1001428-709-1003-jpg_l.jpg")![图](https://ehgt.org/8d/9e/8d9e90314b468770a55b7660fc554adc0c29ed58-2616061-2117-3004-jpg_l.jpg) |  |
| zero no tsukaima | 零之使魔 | 山口昇老师一路走好<br>![图](# "https://ehgt.org/1a/0f/1a0f01daacab414f1dc6685f4cf005774777ad50-747905-1237-1741-jpg_250.jpg")![图](# "https://ehgt.org/68/8d/688d7bdaa94098c9d0e270f7125337d7ef585f88-572545-1055-1500-jpg_250.jpg")![图](https://ehgt.org/ad/78/ad784ef0569c06b2234635fae03ed96a7e85c769-4113665-4239-6105-jpg_l.jpg) |  |
| shakugan no shana | 灼眼的夏娜 | ![图](https://ehgt.org/fc/2f/fc2fb0551dfaf85ed84a5766afd68dfba3c4ac5f-505542-1280-1280-jpg_l.jpg)![图](https://ehgt.org/c0/d3/c0d3764a66fa43c51f6d12b26ae35c6c7ccab754-2101793-1770-2500-jpg_l.jpg)![图](https://ehgt.org/2e/3b/2e3b64854752c3c2cd79fd9e564a85833c660e98-5637004-2134-3031-jpg_l.jpg) |  |
| the melancholy of haruhi suzumiya | 凉宫春日的忧郁 | ![图](# "https://ehgt.org/55/02/5502c789023217d70b884843f975dacb577b2d6b-2102386-1045-1500-png_l.jpg")![图](# "https://ehgt.org/b8/fd/b8fddea702c7ed0cf5ead53c89ba771bf482c28a-1045635-1275-1800-jpg_250.jpg")![图](https://ehgt.org/32/bd/32bdf0249bda8535231695996eccbad40ba30504-1163709-1376-2000-jpg_l.jpg) |  |
| kannagi | 神薙 | ![图](# "https://ehgt.org/5c/0e/5c0e21f7e1d063c2601b192d0383a2c9b08085fc-355188-1050-1490-jpg_250.jpg") |  |
| kashimashi | 女生爱女生 | ![图](https://ehgt.org/12/6e/126ebd4686fe7e6b643a9ff7e9e27e1e63a48337-302081-700-997-jpg_l.jpg)![图](# "https://ehgt.org/a0/0c/a00c04cc8908c059ad5ce5649c5351180ccbb788-384244-800-1133-jpg_250.jpg") |  |
| to heart | ToHeart |  |  |
| toheart2 | ToHeart2 | ![图](https://ehgt.org/2a/50/2a505b55f08336e6a411f5387a7dc38c07f5f247-70604-320-452-jpg_l.jpg)![图](https://ehgt.org/e3/e8/e3e8326a98db36972b4b3e7f9a4043a567105a37-1216531-1024-1441-jpg_l.jpg) |  |
| k-on | 轻音少女 | ![图](https://ehgt.org/ee/4f/ee4f3da314a2748030b53b9e495c8d20fd0d6fd5-1465878-5000-3501-jpg_l.jpg) |  |
| he is my master | 我的主人 | 《我的主人爱作怪》又译《这就是我的主人》<br>![图](# "https://ehgt.org/b6/ab/b6abf92359b980bb527b9dbe70f3e05aa2bfe1dc-1751503-1359-1891-jpg_250.jpg") |  |
| code geass | 叛逆的鲁鲁修 | 《Code Geass 反叛的鲁路修》<br>![图](# "https://ehgt.org/e2/c4/e2c48b1ca16a0270fa444e156c8a4e8644126c3f-2890593-2872-4000-jpg_250.jpg")![图](https://ehgt.org/6a/e3/6ae3d4950a09d1124af0bf8e7e56bc0ccfe75d92-468437-1792-2320-jpg_l.jpg) |  |
| naruto | 火影忍者 | ![图](# "https://ehgt.org/d4/95/d4950b4f715ceb773843df27ac6c713276a18a8a-574384-1200-1740-jpg_l.jpg") |  |
| school rumble | 校园迷糊大王 | ![图](# "https://ehgt.org/99/a6/99a6540c2f25f5dc98b2f1132d653fbe4bc437b1-2416658-1658-2338-jpg_l.jpg")![图](https://ehgt.org/40/63/4063a57712188f2180cbfb8ac11032e46556cd7e-623674-1073-1500-jpg_l.jpg) |  |
| mahou sensei negima | 魔法老师 | ![图](# "https://ehgt.org/df/d9/dfd98ed6b16847abf801eea4808bcd53a951cbff-1232496-2139-3040-jpg_l.jpg")![图](https://ehgt.org/f7/2a/f72a3eeaf14168631eeef64bbf21f641eba48d21-288643-1024-744-jpg_l.jpg) |  |
| uq holder | 悠久持有者！ | 《UQ HOLDER！ 悠久持有者！》（UQ Holder!）是日本漫画家赤松健的漫画作品，也是《魔法老师》的衍生作品。时空背景以《魔法老师》完结80年后的近未来为主。 | [维基百科](https://zh.wikipedia.org/zh-cn/悠久持有者) (\*) |
| neon genesis evangelion | 新世纪福音战士 | ![图](# "https://ehgt.org/f9/83/f983876074d4db91300320f4765fa785e712753e-3168017-2480-3507-jpg_l.jpg")![图](# "https://ehgt.org/25/5a/255a31e7d7deae2213420965c5752f3014eae7f2-1046463-1200-1697-jpg_l.jpg")![图](https://ehgt.org/36/bc/36bc297b5931d32502b99f850ff7073aa77416dc-841515-1200-1719-jpg_l.jpg) |  |
| hidamari sketch | 向阳素描 | ![图](https://ehgt.org/b9/70/b970463d1bbba639509e84138d41857f8047127b-2215157-2449-3000-jpg_l.jpg)![图](# "https://ehgt.org/78/96/7896d7772fc198e1a115547c30fbf86c31dbfbd9-1471000-2104-3000-jpg_l.jpg")![图](https://ehgt.org/90/aa/90aac6d23db2079890b2ff2f5f8b0798db60d1c3-1889871-2449-3000-jpg_l.jpg) |  |
| mahou shoujo lyrical nanoha | 魔法少女奈叶 | ![图](# "https://ehgt.org/b5/0b/b50b1a2d8a7443f70f56441d2db45ce4c6ad7ee5-8618925-2104-3000-png_l.jpg")![图](# "https://ehgt.org/a0/b6/a0b6ef89c8aa99b60e9b9cc4d05073ecde8c3c32-303480-1161-1649-jpg_l.jpg") |  |
| rosario vampire | 十字架与吸血鬼 | 漫画，不了解<br>![图](# "https://ehgt.org/97/ac/97ac8a9ab8bcf27c7a09ca6eee1c335bc81ba152-330768-607-850-jpg_l.jpg")![图](# "https://ehgt.org/eb/f5/ebf5c1def8cc83506b28dc3244b6189e4aff0519-379951-1072-1500-jpg_l.jpg") |  |
|  | ▼ 光美大军 |  |  |
| pretty cure | 光之美少女 | 光之美少女系列的统称<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| futari wa precure splash star | 光之美少女Splash Star | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| yes precure 5 | Yes! 光之美少女5 | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| fresh precure | Fresh 光之美少女! | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| heartcatch precure | Heartcatch 光之美少女! | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| suite precure | Suite 光之美少女♪ | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| smile precure | Smile 光之美少女! | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| dokidoki precure | 心跳！光之美少女 | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| happinesscharge precure | Happiness Charge 光之美少女! | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| go princess precure | Go! Princess 光之美少女 | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| maho girls precure | 魔法使 光之美少女! | 这系列太多了，我没看过根本不认识，随便搞个封面看吧<br>![图](# "https://ehgt.org/7e/43/7e43f3e048e52aa1c31986b187b18275040848b2-1114431-1076-1518-jpg_l.jpg")![图](https://ehgt.org/8f/cc/8fccf8dccfaafad7db6e1c3895534cdcd7f4df13-8217355-2132-2999-png_l.jpg) |  |
| kirakira precure a la mode | KiraKira☆光之美少女A La Mode |  |  |
| hugtto precure | 拥抱！光之美少女 | 《拥抱！光之美少女》（日语：HUGっと!プリキュア）是由东堂泉制作的魔法少女动画，“光之美少女系列”第十五作，第十三代光之美少女。2018年2月4日于朝日放送和朝日电视台播放。 | [维基百科](https://zh.wikipedia.org/zh-cn/HUG！光之美少女) (\*) |
| star twinkle precure | Star☆Twinkle光之美少女 | 《Star☆Twinkle 光之美少女》（日语：スター☆トゥインクルプリキュア）是由东堂泉制作的魔法少女动画，“光之美少女系列”第十六作，第十四代光之美少女。2019年2月3日于朝日放送和朝日电视台播放。 | [维基百科](https://zh.wikipedia.org/wiki/Star☆Twinkle_光之美少女) (\*) |
|  | ▲ 光美大军 |  |  |
| jojos bizarre adventure | JOJO的奇妙冒险 | ![图](# "https://ehgt.org/04/f5/04f5e382da9646f8afe7a7ea0505ddec36729043-146518-620-886-jpg_l.jpg")![图](# "https://ehgt.org/50/c0/50c06d453269acad3a114494996f3a7870a6806c-1101519-933-1300-jpg_l.jpg") |  |
| pangya | 魔法飞球 | 魔法飞球（PangYa、Albatross18）是韩国 Ntreev Soft开发，Hanbit Soft发行的幻想高尔夫网络游戏。<br>![图](https://ehgt.org/08/60/0860fced61fd99b468d02dc71651710be7e33f37-86194-546-741-jpg_l.jpg)![图](https://ehgt.org/30/72/3072a22023b9bd950aa554991183e52dda277be9-643208-1690-2403-jpg_l.jpg) |  |
| shokugeki no soma | 食戟之灵 | ![图](# "https://ehgt.org/2d/72/2d7246f8bc6f92ea69e0304c7104ebe24969ed71-878558-1413-2000-jpg_l.jpg")![图](# "https://ehgt.org/83/e9/83e973922edfecfec49d51ab906ad6a5a3b96120-659046-1395-2000-jpg_l.jpg")![图](https://ehgt.org/57/2f/572fb8515005fc277f88910be0c594605016dc3e-2692365-1240-1754-png_l.jpg) |  |
| working | 迷糊餐厅🍴 | ![图](# "https://ehgt.org/cb/19/cb19e9ef2553c967ebbe306c9219367ca5bb9c64-1717378-1080-1512-jpg_250.jpg")![图](https://ehgt.org/e2/1f/e21f6f42ea9a4941571838fcc6c1de9c23e00040-3134524-2138-2997-jpg_l.jpg)![图](# "https://ehgt.org/e3/0f/e30f910af4063d83167f78d37078632ac6ebe7d2-3751936-1386-2005-png_l.jpg") |  |
| kono subarashii sekai ni syukufuku o | 为美好的世界献上祝福！ | ![图](https://ehgt.org/2a/51/2a5117d0d525a09f61a266eb09c0e74ef22e5c84-2170540-4098-5664-jpg_l.jpg) |  |
| ore no kanojo to osananajimi ga shuraba sugiru | 我女友与青梅竹马的惨烈修罗场 | 《我女友和青梅竹马的各种修罗场》（日语：俺の彼女と幼なじみが修羅場すぎる），简称“我修罗”（俺修羅），是日本轻小说作家裕时悠示撰写的轻小说，由LLO负责插画。SOFTBANK Creative旗下GA文库系列出版发行，至2013年1月销售量已突破70万本。 于Square Enix旗下《月刊GANGAN JOKER》杂志2011年7月号开始连载由七介作画的改编漫画，并于同公司从2011年10月25日创刊的《Big Gangan》创刊号连载由裕时悠示原作，稻濑信也作画的外传《我女友和青梅竹马的各种修罗场+H》，另于《Young Gangan》2011年10月21日开始连载まりも作画的四格漫画《我女友和青梅竹马的各种修罗场四格》。<br>![俺の彼女と幼なじみが修罗场すぎる](https://ehgt.org/52/b4/52b4fd923618bd7ec49eb3ccbae43c979e769110-1060746-1280-1024-jpg_300.jpg) | [维基百科](https://zh.wikipedia.org/wiki/我女友與青梅竹馬的慘烈修羅場) (\*) |
| ore no nounai sentakushi ga gakuen love comedy wo zenryoku de jama shiteiru | 我的脑内恋碍选项 | ![俺の脳内選択肢が、学園ラブコメを全力で邪魔している](https://ehgt.org/c4/d4/c4d407e2114304d3c67f61520c9ad2b4109bc511-8498221-2084-2900-jpg_l.jpg) |  |
| overwatch | 守望先锋 | ![守望屁股](https://ehgt.org/07/96/07961652eaffd9de33eb0cdc769e1ba8842d44d4-6893424-3297-2458-jpg_250.jpg) |  |
| halo | 光环 | ![halo](# "https://ehgt.org/6d/ce/6dceb29514597faae20a7c0ccf47b229266c526a-233291-1200-1800-jpg_l.jpg") |  |
| mass effect | 质量效应 | ![图](https://ehgt.org/b5/48/b548bfc5604fcc33d3cd267dcf9906feea21a331-2512119-2292-3056-jpg_250.jpg) |  |
| half-life | 半衰期 | ![图](https://ehgt.org/6a/2e/6a2e048d7e11c70ffd8ce1beeb0796389f7d28b8-855724-1363-1778-jpg_250.jpg) |  |
| portal | 传送门 | ![图](https://ehgt.org/b6/f4/b6f4773175594298e196b80b9a67d418666dae41-392822-1920-1080-jpg_250.jpg) |  |
| the witcher | 巫师 | ![图](https://ehgt.org/eb/bc/ebbc8f12985ac9502e7c7ac6f1d4917a31760f50-90823-647-1000-jpg_250.jpg) |  |
| the elder scrolls | 上古卷轴 | 老头滚动条 ![图](https://ehgt.org/e0/e0/e0e0bc963d82aa0e34be99f34193a005d0e7430a-319141-1920-1080-jpg_250.jpg) |  |
| defense of the ancients | 刀塔 | DotA ![图](https://ehgt.org/33/82/33828dc98d98755632482b85c14488da77ac1304-263409-1280-960-jpg_250.jpg) |  |
| re zero kara hajimeru isekai seikatsu | Re：从零开始的异世界生活 | ![Re0](# "https://ehgt.org/2b/7a/2b7a52a387f927a2688f5af4e588a717082ae92b-815461-1026-1000-jpg_250.jpg") |  |
| saenai heroine no sodatekata | 路人女主的养成方法 | ![图](https://ehgt.org/da/db/dadbd1c61eb9be7ee6b7a6fd5096e640d9acaf6a-978065-1027-1500-jpg_l.jpg)![路人女主的养成方法](https://ehgt.org/54/db/54db9289fe26805504ff938136f415edfac4f4ff-690684-1920-1080-jpg_l.jpg)![图](https://ehgt.org/40/2e/402ecfd52cae95bdce70f49174c3248d16aab3f3-272970-850-1269-jpg_l.jpg)![图](# "https://ehgt.org/3b/3b/3b3b573675250df60f675e4eb665dc90d4efbdbf-145059-800-600-jpg_l.jpg")![图](https://ehgt.org/fe/f5/fef55bdfacdf35ad1ac4a0d18048e99ba2d55ad4-544860-1200-675-jpg_l.jpg) |  |
| koihime musou | 恋姬†无双 | ![图](https://ehgt.org/ce/4f/ce4f54f0a3ad3bc41e5ef8ec37affc68abec1d81-371409-1240-680-png_l.jpg) |  |
| senran kagura | 闪乱神乐 | ![图](https://ehgt.org/b7/2e/b72eb7d2f02c10d802e4e98a54d35938dcce2e1a-666145-750-1049-jpg_l.jpg) |  |
| kobayashi-san-chi no maid dragon | 小林家的龙女仆 | ![](https://ehgt.org/d9/fc/d9fc0e1d0e8fd87394a3bd7c1b6aeb0e6b5200e5-6234736-4740-4325-jpg_l.jpg)![](https://ehgt.org/5b/9b/5b9b176317f028bfe522008fa6e6f761ae36cc17-855470-960-1200-png_l.jpg) |  |
| new game | NEW GAME! | ![](https://ehgt.org/8a/b2/8ab2a1de7970ecbf55fcd2dc9c9c75f7998cac08-2053002-4085-5972-jpg_l.jpg)![](https://ehgt.org/0d/9c/0d9c2c32234f7fdb784209cbd99d646dd81a12f3-1537330-5709-3890-jpg_l.jpg) |  |
| shirobako | 白箱 | ![](https://ehgt.org/8d/b7/8db7b86abf6e6b25c65c7f09fc715be284a27afb-1664386-2887-4089-jpg_l.jpg) |  |
| girlish number | 少女编号 | ![](https://ehgt.org/be/17/be17508226eff3cc6da1031a9772ac1bb5b098b7-1214127-1447-2039-jpg_l.jpg) |  |
| gabriel dropout | 珈百璃的堕落 | ![](https://ehgt.org/74/d9/74d9c6ba5b5def00d61be5e9b796b84d20463434-1720223-1280-720-png_l.jpg)![珈百璃的堕落](https://ehgt.org/91/23/9123b88a8dbd40759f5329915feade721bc168eb-1737901-1280-720-png_l.jpg) |  |
| chobits | 人形电脑天使心 | ![](https://ehgt.org/28/c4/28c4aa2d1ef09c6b6a0abdd2147dd64a825c59a0-94519-726-843-jpg_l.jpg) |  |
| dead or alive | 死或生 | 生死格斗<br>![](# "https://ehgt.org/2e/ce/2ece300869bc9c5e67fc444a75940a4735402d75-3336657-1080-1920-png_l.jpg") |  |
| eromanga sensei | 埃罗芒阿老师 | エロマンガ先生 / 情色漫画老师<br>![](https://ehgt.org/a3/20/a320657886f20de6953327013585d23320cf8c88-1225138-1384-2000-jpg_l.jpg)![](# "https://ehgt.org/bc/5d/bc5dccfab0cc5dc8c771569acb7e475b58591a39-712723-2114-3047-jpg_l.jpg") |  |
| dorei to no seikatsu | 与奴隶的生活 -Teaching Feeling- | ![](https://ehgt.org/f6/c1/f6c1f9496abd2fb24c4708552cb23444f267938c-1164819-1240-1754-jpg_l.jpg) |  |
| girls und panzer | 少女与战车 | 《少女与战车》（日语：ガールズ&パンツァー；英语：GIRLS und PANZER）是由水岛努执导，吉田玲子担当编剧，Actas Inc.制作的原创动画。<br>![](https://ehgt.org/46/0a/460a5a085500c2f492f38433967ba74e4bd69908-6288337-2133-3000-jpg_l.jpg) |  |
| seto no hanayome | 濑户的花嫁 | 《濑户的花嫁》（瀬戸の花嫁）是由2002年至2009年在《月刊GANGAN WING》连载的木村太彦原作漫画作品，在2004年至2005年共发售广播剧CD两卷。从2007年4月开始播放电视动画，2008年发售OVA。网络广播‘瀬戸の花嫁 嫁入りラジオ’于2007年4月6日开始在音泉每周发放。2010年4月22日于网上连载再开。在《月刊GANGAN JOKER》2010年12月号连载完毕。<br>![](# "https://ehgt.org/cb/4e/cb4ef3421b8266e546d3748819b068222b3cce49-1573305-1661-2400-jpg_l.jpg") |  |
| brave witches | 无畏魔女 | ![](https://ehgt.org/d8/3d/d83d8d6e1311cbbd4b3e205e6db348d4b5b5f229-753411-1051-1494-jpg_l.jpg) |  |
| strike witches | 强袭魔女 | ![](https://ehgt.org/bb/a8/bba849df4c0a42e8ab77ffc2041c965d36d9a2d9-927736-777-1087-jpg_l.jpg) |  |
| kemono friends | 兽娘动物园 | 动物朋友、动物好友、兽娘动物园![](https://ehgt.org/a2/bd/a2bda88699f5537b84ac994d8a9cbbfccc022b86-1281172-860-1220-jpg_l.jpg) |  |
| league of legends | 英雄联盟 | ![](https://ehgt.org/c9/be/c9be450b137c14ce716219ec7ed7e0641ad6b919-909411-950-1342-jpg_l.jpg) |  |
| kill la kill | 斩服少女 | ![](https://ehgt.org/f7/0b/f70b27bfb73bf24bbd6dcc263614962e457a17fd-2131451-3350-4746-jpg_l.jpg) |  |
| dagashi kashi | 粗点心战争 | ![](https://ehgt.org/e1/fc/e1fce571fe182145db09d2b073f73f73cc91d3d1-1071761-1280-720-png_l.jpg) |  |
| street fighter | 街头霸王 | ![](# "https://ehgt.org/b8/47/b847502ea4f37b1b9b6f5caf36f3e3be594875ee-818507-846-1197-jpg_l.jpg") |  |
|  | ▼Type-Moon 系列 |  |  |
| fate grand order | Fate/Grand Order | ![](https://ehgt.org/fd/bc/fdbc261c70b52baa032b35ecf2bad5e93080a749-199788-280-479-jpg_l.jpg) |  |
| fate stay night | Fate/stay night | ![](https://ehgt.org/45/f9/45f9e306b18cae6a9465228be8aff270a24f6c79-468080-900-1293-png_l.jpg) |  |
| fate apocrypha | Fate/Apocrypha | ![](https://ehgt.org/43/dc/43dc39bdc54c843b8a806b3f2f71069d316e04e8-3794023-2147-3018-jpg_l.jpg) |  |
| fate zero | Fate/Zero | Fate/stay night前传<br>![图](https://ehgt.org/ef/f6/eff66d2ba324dc440abd2690fa3bd2682f9b3610-1123388-1472-2217-jpg_l.jpg) |  |
| fate hollow ataraxia | Fate/hollow ataraxia | ![](https://ehgt.org/02/6c/026c56bf07fb5fee1f5ee3ed00f71cf29f70e544-1269878-1200-1686-jpg_l.jpg) |  |
| fate extra | Fate/EXTRA | 《Fate/EXTRA》（日语：フェイト/エクストラ）是由TYPE-MOON和IMAGEEPOCH开发，Marvelous Entertainment发售的一款角色扮演游戏。是根据TYPE-MOON的文字冒险游戏《Fate/stay night》改编而成的。其后推出本作后续作品《Fate/EXTRA CCC》、《Fate/EXTELLA》、《Fate/EXTELLA LINK》。 ![](https://ehgt.org/54/5e/545ed878365815aeb2bf105f851a86cf887e8167-423633-1268-1827-jpg_l.jpg) | [维基百科](https://zh.wikipedia.org/wiki/Fate/EXTRA) |
| fate kaleid liner prisma illya | Fate/kaleid liner 魔法少女☆伊莉雅 | ![图](# "https://ehgt.org/ea/bc/eabc10ca47692fdf65702fd30892013e3bf2562c-3085849-2109-3000-jpg_l.jpg")![图](# "https://ehgt.org/01/e4/01e40958e9d961bc623e76e5f8c5f715565c1134-1709367-1413-2000-jpg_l.jpg") |  |
| mahou tsukai no yoru | 魔法使之夜 | 《魔法使之夜》（日语：魔法使いの夜／まほうつかいのよる Mahōtsukai no Yoru），是日本TYPE-MOON公司制作并发售的视觉小说类型游戏。简称为“魔夜”（「まほよ」）。 |  |
| kara no kyoukai | 空之境界 | 《空之境界》（日语：空の境界，音：Kara no Kyōkai）是日本作家奈须蘑菇所写的奇幻小说，插画师是奈须的朋友武内崇。 |  |
| canaan | 迦南 | 《CANAAN》，中译迦南，是以日本视觉小说游戏《428 ～被封锁的涩谷～》的世界观为基础，相当于其续作的，以中国上海为舞台，由TYPE-MOON担当脚本及人设，P.A.WORKS公司制作的一部电视动画，共13集。2009年7月4日－2009年9月26日在日本播放。最初发表的标题为“428 the animation”。 同名的漫画也在《月刊CompAce》上开始连载。此外，电视动画播毕后，还有3部相关的剧场版计划上映。 |  |
